"pp","age","gender","duration","consent","iphone","installed_whatsapp","installed_facebook","installed_messenger","installed_instagram","installed_snapchat","instructions_timer","attention_check","app","rating","timer","category"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","clock",55,28.799,"neutral"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","facebook",68,8.156,"low"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","facebook1",57,3.211,"high"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","instagram",48,2.975,"low"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","instagram1",51,5.088,"high"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","messenger",70,32.962,"low"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","messenger1",58,6.414,"high"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","notes",-60,4.022,"neutral"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","settings",-41,7.558,"neutral"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","snapchat",56,4.48,"low"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","snapchat1",66,4.839,"high"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","weather",-65,2.492,"neutral"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","whatsapp",45,2.222,"low"
"34",22,"Male",228,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",26.081,"No","whatsapp1",79,2.197,"high"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","calculator",48,7.495,"neutral"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","clock",52,3.16,"neutral"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","facebook",76,5.023,"low"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","facebook1",59,8.181,"high"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","instagram",97,6.725,"low"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","instagram1",100,2.534,"high"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","messenger",63,2.54,"low"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","messenger1",88,8.876,"high"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","notes",100,3.357,"neutral"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","settings",77,6.603,"neutral"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","snapchat",87,15.75,"low"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","snapchat1",89,4.572,"high"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","weather",-62,7.349,"neutral"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","whatsapp",100,2.501,"low"
"35",21,"Female",182,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.718,"No","whatsapp1",89,14.345,"high"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","calculator",-42,3.321,"neutral"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","clock",-100,4.106,"neutral"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","facebook",0,8.024,"low"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","facebook1",64,5.705,"high"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","instagram",100,4.605,"low"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","instagram1",100,2.274,"high"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","messenger",43,6.225,"low"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","messenger1",100,2.793,"high"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","notes",14,5.12,"neutral"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","settings",-69,4.426,"neutral"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","snapchat",-100,3.791,"low"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","snapchat1",-57,2.659,"high"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","weather",-25,4.1,"neutral"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","whatsapp",36,6.727,"low"
"36",23,"Female",211,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",75.601,"No","whatsapp1",59,4.269,"high"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","calculator",-71,4.836,"neutral"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","clock",47,3.421,"neutral"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","facebook",41,2.748,"low"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","facebook1",45,3.608,"high"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","instagram",82,3.2,"low"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","instagram1",71,3.565,"high"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","messenger",95,5.127,"low"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","messenger1",98,3.288,"high"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","notes",-100,3.612,"neutral"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","settings",32,3.923,"neutral"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","snapchat",-56,7.046,"low"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","snapchat1",-57,4.701,"high"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","weather",81,5.146,"neutral"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","whatsapp",13,3.342,"low"
"37",22,"Male",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",45.184,"No","whatsapp1",9,4.114,"high"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","calculator",91,3.451,"neutral"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","clock",20,3.865,"neutral"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","facebook",36,3.047,"low"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","facebook1",33,2.907,"high"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","instagram",77,2.746,"low"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","instagram1",62,4.072,"high"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","messenger",20,4.704,"low"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","messenger1",27,2.833,"high"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","notes",25,6.065,"neutral"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","settings",-51,2.802,"neutral"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","snapchat",100,1.832,"low"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","snapchat1",100,2.253,"high"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","weather",18,2.234,"neutral"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","whatsapp",-32,3.806,"low"
"38",18,"Female",127,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.928,"No","whatsapp1",-27,4.302,"high"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","calculator",-100,3.174,"neutral"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","clock",-100,9.591,"neutral"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","facebook",-45,4.797,"low"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","facebook1",-20,4.466,"high"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","instagram",-1,3.745,"low"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","instagram1",53,5.081,"high"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","messenger",-2,3.179,"low"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","messenger1",71,6.661,"high"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","notes",38,3.162,"neutral"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","settings",-3,4.589,"neutral"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","snapchat",-55,4.742,"low"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","snapchat1",-27,2.816,"high"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","weather",-100,2.882,"neutral"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","whatsapp",-62,2.569,"low"
"39",25,"Female",230,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",49.954,"No","whatsapp1",36,7.886,"high"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","calculator",100,3.064,"neutral"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","clock",100,2.689,"neutral"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","facebook",27,3.082,"low"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","facebook1",26,1.64,"high"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","instagram",100,3.803,"low"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","instagram1",43,3.905,"high"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","messenger",32,2.894,"low"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","messenger1",-38,10.242,"high"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","notes",100,2.177,"neutral"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","settings",49,2.83,"neutral"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","snapchat",100,2.403,"low"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","snapchat1",61,2.264,"high"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","weather",12,4.667,"neutral"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","whatsapp",100,6.858,"low"
"40",23,"Female",121,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",20.71,"No","whatsapp1",100,3.171,"high"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","calculator",-24,12.88,"neutral"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","clock",83,3.768,"neutral"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","facebook",78,2.153,"low"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","facebook1",38,3.584,"high"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","instagram",100,2.072,"low"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","instagram1",100,4.107,"high"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","messenger",58,8.616,"low"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","messenger1",40,18.208,"high"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","notes",-35,2.812,"neutral"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","settings",2,5.746,"neutral"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","snapchat",63,4.557,"low"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","snapchat1",95,4.069,"high"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","weather",-26,3.008,"neutral"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","whatsapp",68,25.884,"low"
"41",21,"Female",327,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",172.587,"No","whatsapp1",87,2.778,"high"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","calculator",-100,4.533,"neutral"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","clock",-100,4.121,"neutral"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","facebook",1,7.389,"low"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","facebook1",64,7.093,"high"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","instagram",24,4.345,"low"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","instagram1",93,4.511,"high"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","messenger",89,5.375,"low"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","messenger1",95,6.446,"high"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","notes",-100,3.914,"neutral"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","settings",-100,4.17,"neutral"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","snapchat",-66,6.489,"low"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","snapchat1",37,5.133,"high"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","weather",-46,6.463,"neutral"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","whatsapp",8,4.777,"low"
"42",25,"Other",160,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",28.989,"No","whatsapp1",81,3.973,"high"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","calculator",16,6.753,"neutral"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","clock",16,3.749,"neutral"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","facebook",27,9.102,"low"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","facebook1",28,2.412,"high"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","instagram",28,3.957,"low"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","instagram1",25,3.388,"high"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","messenger",15,3.938,"low"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","messenger1",21,4.997,"high"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","notes",49,5.979,"neutral"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","settings",18,2.855,"neutral"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","snapchat",-29,4.083,"low"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","snapchat1",-42,3.289,"high"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","weather",-95,5.479,"neutral"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","whatsapp",67,2.604,"low"
"43",22,"Female",143,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.502,"No","whatsapp1",71,4.036,"high"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","calculator",35,3.113,"neutral"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","clock",11,1.682,"neutral"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","facebook",-11,0.984,"low"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","facebook1",-24,1.301,"high"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","instagram",-8,2.771,"low"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","instagram1",-8,0.897,"high"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","messenger",-8,3.158,"low"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","messenger1",-9,2.447,"high"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","notes",52,2.567,"neutral"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","settings",12,1.852,"neutral"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","snapchat",-21,2.215,"low"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","snapchat1",-20,1.176,"high"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","weather",-31,1.718,"neutral"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","whatsapp",30,2.8,"low"
"44",21,"Male",244,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",158.454,"No","whatsapp1",16,1.741,"high"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","calculator",61,3.392,"neutral"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","clock",16,3.284,"neutral"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","facebook",37,4.52,"low"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","facebook1",46,18.351,"high"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","instagram",15,6.911,"low"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","instagram1",30,3.738,"high"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","messenger",67,2.562,"low"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","messenger1",85,7.128,"high"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","notes",83,4.444,"neutral"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","settings",-22,2.79,"neutral"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","snapchat",66,4.55,"low"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","snapchat1",57,3.372,"high"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","weather",-32,4.27,"neutral"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","whatsapp",-18,3.735,"low"
"45",21,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.595,"No","whatsapp1",-66,3.87,"high"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","calculator",-75,2.384,"neutral"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","clock",-88,10.047,"neutral"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","facebook",-29,7.079,"low"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","facebook1",-32,2.998,"high"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","instagram",74,2.152,"low"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","instagram1",71,3.855,"high"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","messenger",49,1.892,"low"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","messenger1",51,2.423,"high"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","notes",-98,2.402,"neutral"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","settings",-40,3.755,"neutral"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","snapchat",38,1.927,"low"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","snapchat1",53,2.667,"high"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","weather",-89,2.9,"neutral"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","whatsapp",-23,4.144,"low"
"46",20,"Male",113,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.192,"No","whatsapp1",1,4.819,"high"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","calculator",-100,2.374,"neutral"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","clock",-44,3.562,"neutral"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","facebook",-58,2.333,"low"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","facebook1",-51,2.635,"high"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","instagram",0,2.719,"low"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","instagram1",71,3.048,"high"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","messenger",-70,5.549,"low"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","messenger1",38,4.586,"high"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","notes",-39,4.312,"neutral"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","settings",-65,4.598,"neutral"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","snapchat",-73,3.426,"low"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","snapchat1",0,3.299,"high"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","weather",-48,4.658,"neutral"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","whatsapp",21,6.386,"low"
"47",23,"Male",188,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.332,"No","whatsapp1",49,7.457,"high"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","calculator",-23,3.656,"neutral"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","clock",81,6.968,"neutral"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","facebook",14,3.254,"low"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","facebook1",58,3.23,"high"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","instagram",100,3.503,"low"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","instagram1",100,4.834,"high"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","messenger",35,3.389,"low"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","messenger1",62,3.44,"high"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","notes",95,6.85,"neutral"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","settings",-35,6.155,"neutral"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","snapchat",42,3.404,"low"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","snapchat1",59,3.752,"high"
"48",23,"Female",136,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",30.683,"No","weather",-9,4.801,"neutral"
