"pp","age","gender","duration","consent","iphone","installed_whatsapp","installed_facebook","installed_messenger","installed_instagram","installed_snapchat","instructions_timer","attention_check","app","rating","timer","category"
"118",23,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",46.214,"No","whatsapp1",-47,2.778,"high"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","calculator",20,3.869,"neutral"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","clock",-29,2.699,"neutral"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","facebook",65,2.597,"low"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","facebook1",96,2.371,"high"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","instagram",82,2.184,"low"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","instagram1",74,2.585,"high"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","messenger",49,2.572,"low"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","messenger1",60,4.572,"high"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","notes",-50,5.149,"neutral"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","settings",28,4.361,"neutral"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","snapchat",42,4.707,"low"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","snapchat1",66,4.068,"high"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","weather",32,5.407,"neutral"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","whatsapp",100,2.421,"low"
"119",20,"Male",134,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",34.408,"No","whatsapp1",100,3.217,"high"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","calculator",-32,3.039,"neutral"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","clock",-37,4.538,"neutral"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","facebook",100,2.001,"low"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","facebook1",100,2.816,"high"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","instagram",100,7.963,"low"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","instagram1",100,2.978,"high"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","messenger",61,11.533,"low"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","messenger1",100,2.789,"high"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","notes",35,2.846,"neutral"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","settings",-100,3.972,"neutral"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","snapchat",100,2.636,"low"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","snapchat1",100,2.76,"high"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","weather",0,5.937,"neutral"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","whatsapp",100,2.7,"low"
"120",24,"Female",207,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",84.623,"No","whatsapp1",100,8.701,"high"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","calculator",-38,4.183,"neutral"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","clock",8,3.352,"neutral"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","facebook",9,2.792,"low"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","facebook1",11,3.226,"high"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","instagram",33,2.614,"low"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","instagram1",69,2.844,"high"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","messenger",42,2.855,"low"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","messenger1",73,3.146,"high"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","notes",32,2.674,"neutral"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","settings",19,2.566,"neutral"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","snapchat",27,2.867,"low"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","snapchat1",35,2.847,"high"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","weather",55,6.791,"neutral"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","whatsapp",44,4.724,"low"
"121",22,"Female",150,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",57.082,"No","whatsapp1",36,3.255,"high"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","calculator",-40,3.247,"neutral"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","clock",-82,1.959,"neutral"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","facebook",77,3.345,"low"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","facebook1",65,2.085,"high"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","instagram",45,4.716,"low"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","instagram1",56,5.01,"high"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","messenger",54,2.147,"low"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","messenger1",50,1.961,"high"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","notes",-72,2.855,"neutral"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","settings",-60,2.125,"neutral"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","snapchat",52,1.802,"low"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","snapchat1",41,3.887,"high"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","weather",36,5.187,"neutral"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","whatsapp",46,3.469,"low"
"122",19,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",44.208,"No","whatsapp1",15,2.705,"high"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","calculator",-100,2.429,"neutral"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","clock",80,3.272,"neutral"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","facebook",18,7.145,"low"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","facebook1",28,6.637,"high"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","instagram",62,2.542,"low"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","instagram1",77,3.722,"high"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","messenger",71,4.219,"low"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","messenger1",72,4.2,"high"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","notes",42,2.92,"neutral"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","settings",25,5.498,"neutral"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","snapchat",83,2.352,"low"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","snapchat1",68,2.12,"high"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","weather",-100,4.044,"neutral"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","whatsapp",25,3.625,"low"
"123",20,"Male",135,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.011,"No","whatsapp1",-52,3.072,"high"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","calculator",-100,2.639,"neutral"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","clock",-100,2.358,"neutral"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","facebook",-59,2.818,"low"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","facebook1",-36,2.992,"high"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","instagram",20,3.031,"low"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","instagram1",60,4.064,"high"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","messenger",20,3.125,"low"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","messenger1",94,3.448,"high"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","notes",-100,2.953,"neutral"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","settings",-100,5.483,"neutral"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","snapchat",0,5.957,"low"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","snapchat1",42,4.851,"high"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","weather",-100,3.237,"neutral"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","whatsapp",-9,4.609,"low"
"124",22,"Male",382,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",42.072,"No","whatsapp1",-28,6.341,"high"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","calculator",-44,13.64,"neutral"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","clock",-33,9.826,"neutral"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","facebook",7,5.148,"low"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","facebook1",5,3.851,"high"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","instagram",-55,3.921,"low"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","instagram1",-26,3.735,"high"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","messenger",38,9.195,"low"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","messenger1",38,4.497,"high"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","notes",2,6.078,"neutral"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","settings",-57,21.413,"neutral"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","snapchat",31,3.667,"low"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","snapchat1",45,5.766,"high"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","weather",-15,4.312,"neutral"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","whatsapp",57,3.583,"low"
"125",18,"Female",282,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",99.145,"No","whatsapp1",35,3.038,"high"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","calculator",13,8.629,"neutral"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","clock",39,3.79,"neutral"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","facebook",56,12.587,"low"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","facebook1",3,11.828,"high"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","instagram",64,5.059,"low"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","instagram1",60,4.751,"high"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","messenger",-12,4.88,"low"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","messenger1",-13,4.649,"high"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","notes",22,2.814,"neutral"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","settings",-42,4.33,"neutral"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","snapchat",84,5.527,"low"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","snapchat1",89,6.392,"high"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","weather",6,3.301,"neutral"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","whatsapp",-39,6.764,"low"
"126",19,"Female",254,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",64.178,"No","whatsapp1",18,5.088,"high"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","calculator",44,4.228,"neutral"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","clock",-38,2.607,"neutral"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","facebook",96,4.401,"low"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","facebook1",92,3.262,"high"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","instagram",96,5.914,"low"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","instagram1",49,3.817,"high"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","messenger",86,4.905,"low"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","messenger1",70,5.855,"high"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","notes",53,5.183,"neutral"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","settings",-45,3.201,"neutral"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","snapchat",72,3.413,"low"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","snapchat1",100,2.972,"high"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","weather",-50,8.803,"neutral"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","whatsapp",94,3.194,"low"
"127",25,"Female",210,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",106.401,"No","whatsapp1",92,2.607,"high"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","calculator",3,8.036,"neutral"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","clock",-66,2.499,"neutral"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","facebook",13,3.05,"low"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","facebook1",-24,4.315,"high"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","instagram",67,2.651,"low"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","instagram1",62,10.602,"high"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","messenger",35,2.736,"low"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","messenger1",12,3.237,"high"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","notes",-49,6.107,"neutral"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","settings",-66,3.951,"neutral"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","snapchat",78,3.993,"low"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","snapchat1",76,4.649,"high"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","weather",-66,5.078,"neutral"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","whatsapp",34,4.173,"low"
"128",18,"Male",271,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.407,"No","whatsapp1",-37,4.029,"high"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","calculator",-61,22.547,"neutral"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","clock",-59,2.085,"neutral"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","facebook",57,2.555,"low"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","facebook1",58,2.275,"high"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","instagram",75,2.364,"low"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","instagram1",64,2.101,"high"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","messenger",54,4.785,"low"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","messenger1",54,5.527,"high"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","notes",-71,2.31,"neutral"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","settings",-64,5.496,"neutral"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","snapchat",53,2.012,"low"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","snapchat1",64,2.45,"high"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","weather",-23,3.147,"neutral"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","whatsapp",49,3.975,"low"
"129",25,"Female",164,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.891,"No","whatsapp1",47,2.507,"high"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","calculator",22,3.484,"neutral"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","clock",46,6.239,"neutral"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","facebook",-91,5.626,"low"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","facebook1",-31,4.444,"high"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","instagram",90,4.993,"low"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","instagram1",90,6.891,"high"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","messenger",-95,4.154,"low"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","messenger1",-86,4.886,"high"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","notes",-61,4.71,"neutral"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","settings",31,4.85,"neutral"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","snapchat",57,4.582,"low"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","snapchat1",57,2.99,"high"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","weather",39,4.668,"neutral"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","whatsapp",-57,5.147,"low"
"130",20,"Female",233,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.661,"No","whatsapp1",-30,4.965,"high"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","calculator",-29,7.715,"neutral"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","clock",-71,4.386,"neutral"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","facebook",100,2.219,"low"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","facebook1",100,1.912,"high"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","instagram",100,3.38,"low"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","instagram1",100,2.529,"high"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","messenger",100,2.272,"low"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","messenger1",100,3.015,"high"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","notes",-100,2.653,"neutral"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","settings",-82,4.676,"neutral"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","snapchat",100,5.182,"low"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","snapchat1",100,2.196,"high"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","weather",-46,3.911,"neutral"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","whatsapp",58,5.684,"low"
"131",25,"Female",157,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",37.608,"No","whatsapp1",100,4.146,"high"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","calculator",21,3.33,"neutral"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","clock",38,2.417,"neutral"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","facebook",18,2.287,"low"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","facebook1",47,3.672,"high"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","instagram",21,4.876,"low"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","instagram1",36,6.186,"high"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","messenger",44,2.864,"low"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","messenger1",68,3.539,"high"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","notes",0,2.401,"neutral"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","settings",0,42.8,"neutral"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","snapchat",-51,2.409,"low"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","snapchat1",-21,2.75,"high"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","weather",34,2.384,"neutral"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","whatsapp",0,3.645,"low"
"132",23,"Male",227,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",77.968,"No","whatsapp1",25,2.478,"high"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","calculator",47,4.094,"neutral"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","clock",100,3.241,"neutral"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","facebook",78,3.809,"low"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","facebook1",82,2.77,"high"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","instagram",100,6.052,"low"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","instagram1",100,2.132,"high"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","messenger",63,3.742,"low"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","messenger1",83,4.36,"high"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","notes",-30,5.048,"neutral"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","settings",45,2.957,"neutral"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","snapchat",76,5.854,"low"
"133",25,"Female",151,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",29.058,"No","snapchat1",70,3.836,"high"
