PP	Condition	UrgeApp	Icon	Response	Correct
43	1	35	Calendar	No	1
43	1	35	Twitter	No	1
44	1	35	WhatsApp	Yes	1
44	1	35	Spotify	No	1
44	1	35	Netflix	No	1
44	1	35	Dropbox	No	1
44	1	35	Notes	No	0
44	1	35	Twitter	No	1
44	1	35	Clock	No	0
44	1	35	Skype	No	1
44	1	35	Snapchat	Yes	1
44	1	35	Facebook	Yes	1
44	1	35	iMessage	No	1
44	1	35	Calculator	Yes	1
44	1	35	Settings	Yes	1
44	1	35	Calendar	Yes	0
44	1	35	Contacts	No	1
44	1	35	Instagram	Yes	1
44	1	35	Facebook Messenger	No	0
44	1	35	Weather	Yes	1
44	1	35	E-Mail	No	1
44	1	35	AppStore	No	1
45	1	61	Facebook	Yes	1
45	1	61	Dropbox	No	1
45	1	61	Settings	Yes	1
45	1	61	Spotify	No	1
45	1	61	Weather	Yes	1
45	1	61	Netflix	No	1
45	1	61	Clock	No	0
45	1	61	WhatsApp	Yes	1
45	1	61	Twitter	No	1
45	1	61	iMessage	No	1
45	1	61	Instagram	Yes	1
45	1	61	Facebook Messenger	Yes	1
45	1	61	Notes	Yes	1
45	1	61	Calculator	Yes	1
45	1	61	E-Mail	No	1
45	1	61	Snapchat	Yes	1
45	1	61	Contacts	No	1
45	1	61	AppStore	No	1
45	1	61	Calendar	No	1
45	1	61	Skype	No	1
46	0	68	Skype	No	1
46	0	68	Snapchat	Yes	1
46	0	68	AppStore	No	1
46	0	68	Dropbox	No	1
46	0	68	Instagram	Yes	1
46	0	68	Calendar	No	1
46	0	68	Clock	Yes	1
46	0	68	Netflix	No	1
46	0	68	iMessage	Yes	0
46	0	68	Settings	Yes	1
46	0	68	Twitter	No	1
46	0	68	Calculator	Yes	1
46	0	68	Spotify	No	1
46	0	68	Facebook	Yes	1
46	0	68	Facebook Messenger	Yes	1
46	0	68	Weather	Yes	1
46	0	68	E-Mail	No	1
46	0	68	Contacts	No	1
46	0	68	Notes	Yes	1
46	0	68	WhatsApp	Yes	1
47	1	100	Facebook Messenger	Yes	1
47	1	100	E-Mail	Yes	0
47	1	100	Contacts	No	1
47	1	100	WhatsApp	Yes	1
47	1	100	Skype	No	1
47	1	100	Facebook	Yes	1
47	1	100	AppStore	No	1
47	1	100	Netflix	No	1
47	1	100	Dropbox	No	1
47	1	100	Settings	Yes	1
47	1	100	iMessage	Yes	0
47	1	100	Instagram	Yes	1
47	1	100	Twitter	No	1
47	1	100	Spotify	No	1
47	1	100	Notes	Yes	1
47	1	100	Calculator	Yes	1
47	1	100	Snapchat	Yes	1
47	1	100	Calendar	No	1
47	1	100	Clock	Yes	1
47	1	100	Weather	No	0
48	1	61	Facebook Messenger	Yes	1
48	1	61	Weather	Yes	1
48	1	61	Spotify	No	1
48	1	61	Clock	Yes	1
48	1	61	E-Mail	No	1
48	1	61	iMessage	No	1
48	1	61	AppStore	No	1
48	1	61	Snapchat	Yes	1
48	1	61	Notes	Yes	1
48	1	61	WhatsApp	Yes	1
48	1	61	Calendar	Yes	0
48	1	61	Netflix	No	1
48	1	61	Settings	Yes	1
48	1	61	Dropbox	No	1
48	1	61	Calculator	Yes	1
48	1	61	Twitter	No	1
48	1	61	Facebook	Yes	1
48	1	61	Instagram	Yes	1
48	1	61	Contacts	No	1
48	1	61	Skype	No	1
49	0	57	Settings	Yes	1
49	0	57	Twitter	No	1
49	0	57	Weather	Yes	1
49	0	57	Facebook Messenger	Yes	1
49	0	57	Spotify	No	1
49	0	57	Dropbox	No	1
49	0	57	E-Mail	Yes	0
49	0	57	Netflix	No	1
49	0	57	WhatsApp	Yes	1
49	0	57	Contacts	No	1
49	0	57	Notes	No	0
49	0	57	Facebook	Yes	1
49	0	57	Skype	No	1
49	0	57	Snapchat	Yes	1
49	0	57	AppStore	No	1
49	0	57	iMessage	No	1
49	0	57	Calculator	Yes	1
49	0	57	Clock	Yes	1
49	0	57	Instagram	Yes	1
49	0	57	Calendar	No	1
50	0	64	AppStore	No	1
50	0	64	E-Mail	No	1
50	0	64	Twitter	No	1
50	0	64	WhatsApp	No	0
50	0	64	Calendar	No	1
50	0	64	Netflix	No	1
50	0	64	Spotify	No	1
50	0	64	Calculator	No	0
50	0	64	Settings	No	0
50	0	64	iMessage	No	1
50	0	64	Weather	No	0
50	0	64	Facebook Messenger	Yes	1
50	0	64	Snapchat	Yes	1
50	0	64	Skype	No	1
50	0	64	Contacts	No	1
50	0	64	Facebook	No	0
50	0	64	Clock	Yes	1
50	0	64	Instagram	Yes	1
50	0	64	Dropbox	No	1
50	0	64	Notes	No	0
51	0	13	Calculator	Yes	1
51	0	13	E-Mail	No	1
51	0	13	Facebook	Yes	1
51	0	13	AppStore	Yes	0
51	0	13	Notes	Yes	1
51	0	13	Facebook Messenger	Yes	1
51	0	13	Settings	No	0
51	0	13	Contacts	No	1
51	0	13	Weather	No	0
51	0	13	Spotify	No	1
51	0	13	Calendar	No	1
51	0	13	Netflix	No	1
51	0	13	Skype	No	1
51	0	13	Snapchat	Yes	1
51	0	13	WhatsApp	Yes	1
51	0	13	Instagram	Yes	1
51	0	13	Clock	No	0
51	0	13	Twitter	No	1
51	0	13	iMessage	No	1
51	0	13	Dropbox	No	1
52	0	56	Facebook	Yes	1
52	0	56	Contacts	No	1
52	0	56	Calendar	No	1
52	0	56	Twitter	No	1
52	0	56	Instagram	Yes	1
52	0	56	Snapchat	Yes	1
52	0	56	Settings	Yes	1
52	0	56	Spotify	No	1
52	0	56	Dropbox	No	1
52	0	56	WhatsApp	Yes	1
52	0	56	Skype	No	1
52	0	56	Weather	Yes	1
52	0	56	Facebook Messenger	Yes	1
52	0	56	Clock	Yes	1
52	0	56	Calculator	Yes	1
52	0	56	iMessage	No	1
52	0	56	E-Mail	No	1
52	0	56	Notes	Yes	1
52	0	56	AppStore	No	1
52	0	56	Netflix	No	1
53	1	76	Contacts	No	1
53	1	76	Settings	Yes	1
53	1	76	E-Mail	No	1
53	1	76	Calculator	Yes	1
53	1	76	Dropbox	No	1
53	1	76	iMessage	No	1
53	1	76	Instagram	Yes	1
53	1	76	Weather	Yes	1
53	1	76	Calendar	No	1
53	1	76	Facebook	Yes	1
53	1	76	AppStore	No	1
53	1	76	Snapchat	Yes	1
53	1	76	Notes	Yes	1
53	1	76	Skype	No	1
53	1	76	Facebook Messenger	No	0
53	1	76	Spotify	No	1
53	1	76	Netflix	No	1
53	1	76	Clock	No	0
53	1	76	Twitter	No	1
53	1	76	WhatsApp	Yes	1
54	0	86	Snapchat	Yes	1
54	0	86	Twitter	No	1
54	0	86	Dropbox	No	1
54	0	86	Calendar	Yes	0
54	0	86	Skype	No	1
54	0	86	iMessage	Yes	0
54	0	86	Netflix	No	1
54	0	86	Clock	Yes	1
54	0	86	AppStore	No	1
54	0	86	Weather	Yes	1
54	0	86	Facebook	No	0
54	0	86	Facebook Messenger	Yes	1
54	0	86	Calculator	Yes	1
54	0	86	Contacts	No	1
54	0	86	E-Mail	Yes	0
54	0	86	WhatsApp	Yes	1
54	0	86	Instagram	Yes	1
54	0	86	Spotify	No	1
54	0	86	Settings	Yes	1
54	0	86	Notes	No	0
55	0	9	Dropbox	Yes	0
55	0	9	Skype	No	1
55	0	9	AppStore	Yes	0
55	0	9	Spotify	No	1
55	0	9	Facebook	Yes	1
55	0	9	Facebook Messenger	Yes	1
55	0	9	Weather	Yes	1
55	0	9	Twitter	No	1
55	0	9	WhatsApp	Yes	1
55	0	9	Instagram	Yes	1
55	0	9	Notes	Yes	1
55	0	9	Settings	Yes	1
55	0	9	Netflix	No	1
55	0	9	E-Mail	Yes	0
55	0	9	Clock	Yes	1
55	0	9	iMessage	No	1
55	0	9	Snapchat	Yes	1
55	0	9	Contacts	No	1
55	0	9	Calendar	Yes	0
55	0	9	Calculator	Yes	1
56	1	11	Dropbox	No	1
56	1	11	iMessage	Yes	0
56	1	11	Facebook Messenger	Yes	1
56	1	11	Contacts	No	1
56	1	11	Calculator	Yes	1
56	1	11	Calendar	No	1
56	1	11	Skype	No	1
56	1	11	Spotify	No	1
56	1	11	Instagram	Yes	1
56	1	11	Netflix	No	1
56	1	11	Clock	Yes	1
56	1	11	AppStore	No	1
56	1	11	Snapchat	No	0
56	1	11	Settings	Yes	1
56	1	11	WhatsApp	Yes	1
56	1	11	Facebook	Yes	1
56	1	11	Notes	No	0
56	1	11	E-Mail	No	1
56	1	11	Twitter	No	1
56	1	11	Weather	No	0
57	0	27	Settings	Yes	1
57	0	27	AppStore	Yes	0
57	0	27	Notes	Yes	1
57	0	27	Facebook Messenger	Yes	1
57	0	27	Contacts	Yes	0
57	0	27	Spotify	No	1
57	0	27	E-Mail	Yes	0
57	0	27	Instagram	Yes	1
57	0	27	Calculator	Yes	1
57	0	27	iMessage	No	1
57	0	27	Dropbox	No	1
57	0	27	Facebook	Yes	1
57	0	27	Snapchat	Yes	1
57	0	27	Twitter	Yes	0
57	0	27	Skype	Yes	0
57	0	27	Calendar	Yes	0
57	0	27	Weather	Yes	1
57	0	27	WhatsApp	Yes	1
57	0	27	Clock	Yes	1
57	0	27	Netflix	No	1
58	1	39	Skype	No	1
58	1	39	Snapchat	Yes	1
58	1	39	Weather	Yes	1
58	1	39	WhatsApp	Yes	1
58	1	39	E-Mail	No	1
58	1	39	Instagram	Yes	1
58	1	39	Netflix	No	1
58	1	39	Notes	Yes	1
58	1	39	Contacts	No	1
58	1	39	Calculator	Yes	1
58	1	39	Facebook	Yes	1
58	1	39	iMessage	No	1
58	1	39	Settings	Yes	1
58	1	39	AppStore	No	1
58	1	39	Clock	Yes	1
58	1	39	Calendar	No	1
58	1	39	Facebook Messenger	Yes	1
58	1	39	Spotify	No	1
58	1	39	Twitter	No	1
58	1	39	Dropbox	No	1
59	0	0	Skype	No	1
59	0	0	AppStore	Yes	0
59	0	0	Netflix	No	1
59	0	0	Instagram	Yes	1
59	0	0	Twitter	Yes	0
59	0	0	Facebook Messenger	Yes	1
59	0	0	Settings	Yes	1
59	0	0	WhatsApp	Yes	1
59	0	0	Clock	Yes	1
59	0	0	iMessage	Yes	0
59	0	0	Contacts	No	1
59	0	0	Snapchat	Yes	1
59	0	0	Weather	Yes	1
59	0	0	Facebook	Yes	1
59	0	0	Calculator	Yes	1
59	0	0	E-Mail	No	1
59	0	0	Notes	Yes	1
59	0	0	Dropbox	No	1
59	0	0	Calendar	Yes	0
59	0	0	Spotify	No	1
60	1	52	Twitter	No	1
60	1	52	Instagram	Yes	1
60	1	52	E-Mail	No	1
60	1	52	AppStore	No	1
60	1	52	Clock	No	0
60	1	52	Netflix	No	1
60	1	52	Dropbox	No	1
60	1	52	Facebook Messenger	Yes	1
60	1	52	Snapchat	Yes	1
60	1	52	Skype	No	1
60	1	52	Facebook	No	0
60	1	52	WhatsApp	Yes	1
60	1	52	Spotify	No	1
60	1	52	Settings	Yes	1
60	1	52	Calculator	Yes	1
60	1	52	Calendar	No	1
60	1	52	Notes	Yes	1
60	1	52	iMessage	No	1
60	1	52	Contacts	No	1
60	1	52	Weather	Yes	1
61	0	22	Twitter	No	1
61	0	22	Facebook	Yes	1
61	0	22	Settings	Yes	1
61	0	22	Snapchat	Yes	1
61	0	22	Calendar	No	1
61	0	22	Skype	No	1
61	0	22	Notes	Yes	1
61	0	22	Contacts	No	1
61	0	22	E-Mail	No	1
61	0	22	Instagram	Yes	1
61	0	22	Facebook Messenger	Yes	1
61	0	22	Netflix	No	1
61	0	22	Clock	No	0
61	0	22	Calculator	Yes	1
61	0	22	iMessage	Yes	0
61	0	22	Weather	No	0
61	0	22	AppStore	No	1
61	0	22	Dropbox	No	1
61	0	22	Spotify	No	1
61	0	22	WhatsApp	Yes	1
62	1	52	Facebook	Yes	1
62	1	52	Netflix	No	1
62	1	52	WhatsApp	Yes	1
62	1	52	Twitter	No	1
62	1	52	Calculator	Yes	1
62	1	52	Weather	Yes	1
62	1	52	Calendar	No	1
62	1	52	Contacts	No	1
62	1	52	E-Mail	No	1
62	1	52	Skype	No	1
62	1	52	Facebook Messenger	Yes	1
62	1	52	Instagram	Yes	1
62	1	52	Dropbox	No	1
62	1	52	AppStore	No	1
62	1	52	iMessage	No	1
62	1	52	Notes	Yes	1
62	1	52	Snapchat	Yes	1
62	1	52	Settings	Yes	1
62	1	52	Spotify	No	1
62	1	52	Clock	Yes	1
63	1	63	E-Mail	No	1
63	1	63	Facebook Messenger	Yes	1
63	1	63	Clock	Yes	1
63	1	63	Settings	Yes	1
63	1	63	Snapchat	Yes	1
63	1	63	Twitter	No	1
63	1	63	Calendar	Yes	0
63	1	63	Skype	No	1
63	1	63	Contacts	No	1
63	1	63	AppStore	No	1
63	1	63	Notes	No	0
63	1	63	WhatsApp	Yes	1
63	1	63	Dropbox	No	1
63	1	63	Facebook	Yes	1
63	1	63	Calculator	Yes	1
63	1	63	Instagram	Yes	1
63	1	63	Spotify	No	1
63	1	63	iMessage	No	1
63	1	63	Weather	No	0
63	1	63	Netflix	No	1
64	1	62	AppStore	No	1
64	1	62	Clock	Yes	1
64	1	62	Facebook	Yes	1
64	1	62	Notes	No	0
64	1	62	E-Mail	Yes	0
64	1	62	Contacts	No	1
64	1	62	Weather	Yes	1
64	1	62	iMessage	Yes	0
64	1	62	WhatsApp	Yes	1
64	1	62	Spotify	No	1
64	1	62	Dropbox	No	1
64	1	62	Twitter	No	1
64	1	62	Instagram	Yes	1
64	1	62	Snapchat	Yes	1
64	1	62	Facebook Messenger	Yes	1
64	1	62	Calculator	Yes	1
64	1	62	Skype	No	1
64	1	62	Calendar	No	1
64	1	62	Settings	No	0
64	1	62	Netflix	No	1
65	1	55	Skype	No	1
65	1	55	Contacts	No	1
65	1	55	Twitter	No	1
65	1	55	Calendar	No	1
65	1	55	E-Mail	No	1
65	1	55	Dropbox	No	1
65	1	55	Calculator	Yes	1
65	1	55	Spotify	No	1
65	1	55	Weather	Yes	1
65	1	55	Facebook	Yes	1
65	1	55	Settings	Yes	1
65	1	55	Facebook Messenger	Yes	1
65	1	55	Instagram	Yes	1
65	1	55	Snapchat	Yes	1
65	1	55	Notes	Yes	1
65	1	55	iMessage	Yes	0
65	1	55	Clock	Yes	1
65	1	55	Netflix	No	1
65	1	55	AppStore	No	1
65	1	55	WhatsApp	Yes	1
66	0	0	Weather	Yes	1
66	0	0	Dropbox	No	1
66	0	0	Clock	No	0
66	0	0	Instagram	No	0
66	0	0	Facebook	Yes	1
66	0	0	AppStore	No	1
66	0	0	iMessage	No	1
66	0	0	Twitter	No	1
66	0	0	Facebook Messenger	Yes	1
66	0	0	WhatsApp	Yes	1
66	0	0	Snapchat	Yes	1
66	0	0	Skype	No	1
66	0	0	Netflix	No	1
66	0	0	Settings	Yes	1
66	0	0	Contacts	No	1
66	0	0	Spotify	No	1
66	0	0	E-Mail	No	1
66	0	0	Notes	No	0
66	0	0	Calendar	No	1
66	0	0	Calculator	No	0
67	0	21	Dropbox	No	1
67	0	21	Netflix	No	1
67	0	21	E-Mail	Yes	0
67	0	21	Twitter	No	1
67	0	21	Notes	Yes	1
67	0	21	Facebook Messenger	Yes	1
67	0	21	iMessage	Yes	0
67	0	21	Facebook	Yes	1
67	0	21	Settings	Yes	1
67	0	21	Contacts	No	1
67	0	21	WhatsApp	Yes	1
67	0	21	Calendar	No	1
67	0	21	Spotify	No	1
67	0	21	Skype	No	1
67	0	21	Weather	No	0
67	0	21	AppStore	Yes	0
67	0	21	Snapchat	No	0
67	0	21	Clock	No	0
67	0	21	Instagram	Yes	1
67	0	21	Calculator	Yes	1
68	0	54	Twitter	Yes	0
68	0	54	Notes	Yes	1
68	0	54	Spotify	Yes	0
68	0	54	Calendar	Yes	0
68	0	54	Facebook	Yes	1
68	0	54	Facebook Messenger	Yes	1
68	0	54	AppStore	Yes	0
68	0	54	Clock	Yes	1
68	0	54	Settings	Yes	1
68	0	54	Contacts	Yes	0
68	0	54	iMessage	Yes	0
68	0	54	Instagram	Yes	1
68	0	54	WhatsApp	Yes	1
68	0	54	Netflix	Yes	0
68	0	54	Snapchat	Yes	1
68	0	54	Skype	Yes	0
68	0	54	Calculator	Yes	1
68	0	54	Dropbox	No	1
68	0	54	Weather	Yes	1
68	0	54	E-Mail	Yes	0
69	0	0	Settings	Yes	1
69	0	0	AppStore	No	1
69	0	0	Twitter	Yes	0
69	0	0	Dropbox	Yes	0
69	0	0	Skype	No	1
69	0	0	Spotify	No	1
69	0	0	Contacts	Yes	0
69	0	0	Weather	No	0
69	0	0	Notes	Yes	1
69	0	0	Calendar	Yes	0
69	0	0	iMessage	Yes	0
69	0	0	E-Mail	Yes	0
69	0	0	Calculator	Yes	1
69	0	0	Facebook Messenger	Yes	1
69	0	0	Clock	Yes	1
69	0	0	Snapchat	Yes	1
69	0	0	Facebook	Yes	1
69	0	0	Netflix	No	1
69	0	0	WhatsApp	Yes	1
69	0	0	Instagram	Yes	1
70	0	15	Netflix	No	1
70	0	15	Calendar	Yes	0
70	0	15	Skype	No	1
70	0	15	Notes	No	0
70	0	15	AppStore	No	1
70	0	15	Instagram	Yes	1
70	0	15	iMessage	Yes	0
70	0	15	E-Mail	No	1
70	0	15	WhatsApp	Yes	1
70	0	15	Dropbox	No	1
70	0	15	Settings	Yes	1
70	0	15	Facebook Messenger	Yes	1
70	0	15	Contacts	No	1
70	0	15	Calculator	Yes	1
70	0	15	Clock	Yes	1
70	0	15	Facebook	Yes	1
70	0	15	Weather	No	0
70	0	15	Twitter	No	1
70	0	15	Spotify	No	1
70	0	15	Snapchat	Yes	1
71	0	66	WhatsApp	No	0
71	0	66	AppStore	No	1
71	0	66	Calculator	No	0
71	0	66	Weather	No	0
71	0	66	Dropbox	No	1
71	0	66	Settings	Yes	1
71	0	66	iMessage	No	1
71	0	66	Twitter	No	1
71	0	66	Clock	No	0
71	0	66	E-Mail	No	1
71	0	66	Spotify	Yes	0
71	0	66	Skype	Yes	0
71	0	66	Contacts	No	1
71	0	66	Snapchat	Yes	1
71	0	66	Calendar	No	1
71	0	66	Facebook	Yes	1
71	0	66	Netflix	No	1
71	0	66	Notes	No	0
71	0	66	Instagram	Yes	1
71	0	66	Facebook Messenger	No	0
72	0	59	Dropbox	No	1
72	0	59	Weather	Yes	1
72	0	59	Netflix	No	1
72	0	59	Instagram	Yes	1
72	0	59	iMessage	Yes	0
72	0	59	Contacts	Yes	0
72	0	59	Snapchat	Yes	1
72	0	59	Twitter	No	1
72	0	59	E-Mail	Yes	0
72	0	59	Notes	Yes	1
72	0	59	AppStore	No	1
72	0	59	Skype	No	1
72	0	59	Clock	Yes	1
72	0	59	Settings	Yes	1
72	0	59	Calendar	Yes	0
72	0	59	Facebook Messenger	Yes	1
72	0	59	Calculator	Yes	1
72	0	59	WhatsApp	Yes	1
72	0	59	Facebook	Yes	1
72	0	59	Spotify	No	1
73	1	34	Spotify	No	1
73	1	34	Netflix	No	1
73	1	34	Facebook Messenger	Yes	1
73	1	34	AppStore	No	1
73	1	34	Clock	Yes	1
73	1	34	E-Mail	No	1
73	1	34	Notes	Yes	1
73	1	34	WhatsApp	Yes	1
73	1	34	Facebook	Yes	1
73	1	34	Weather	Yes	1
73	1	34	Contacts	No	1
73	1	34	Skype	No	1
73	1	34	Twitter	No	1
73	1	34	Calendar	No	1
73	1	34	Instagram	Yes	1
73	1	34	iMessage	No	1
73	1	34	Snapchat	Yes	1
73	1	34	Settings	Yes	1
73	1	34	Dropbox	No	1
73	1	34	Calculator	No	0
74	1	58	Snapchat	Yes	1
74	1	58	WhatsApp	Yes	1
74	1	58	Weather	No	0
74	1	58	iMessage	No	1
74	1	58	Calendar	No	1
74	1	58	Netflix	No	1
74	1	58	Settings	Yes	1
74	1	58	Facebook Messenger	Yes	1
74	1	58	Calculator	Yes	1
74	1	58	Facebook	Yes	1
74	1	58	Notes	No	0
74	1	58	Skype	No	1
74	1	58	Dropbox	No	1
74	1	58	Twitter	No	1
74	1	58	Contacts	No	1
74	1	58	Instagram	Yes	1
74	1	58	E-Mail	No	1
74	1	58	Clock	Yes	1
74	1	58	Spotify	No	1
74	1	58	AppStore	No	1
75	0	57	Notes	Yes	1
75	0	57	Facebook Messenger	Yes	1
75	0	57	Calculator	Yes	1
75	0	57	Contacts	No	1
75	0	57	Skype	No	1
75	0	57	Spotify	Yes	0
75	0	57	Dropbox	No	1
75	0	57	Weather	Yes	1
75	0	57	AppStore	Yes	0
75	0	57	Clock	Yes	1
75	0	57	Netflix	No	1
75	0	57	WhatsApp	Yes	1
75	0	57	Twitter	No	1
75	0	57	Calendar	Yes	0
75	0	57	E-Mail	No	1
75	0	57	iMessage	No	1
75	0	57	Settings	Yes	1
75	0	57	Instagram	Yes	1
75	0	57	Facebook	Yes	1
75	0	57	Snapchat	Yes	1
76	0	24	Skype	No	1
76	0	24	Snapchat	Yes	1
76	0	24	WhatsApp	Yes	1
76	0	24	Facebook	Yes	1
76	0	24	Netflix	No	1
76	0	24	Contacts	No	1
76	0	24	iMessage	Yes	0
76	0	24	Calculator	Yes	1
76	0	24	Spotify	No	1
76	0	24	Weather	Yes	1
76	0	24	Settings	Yes	1
76	0	24	Clock	Yes	1
76	0	24	Facebook Messenger	Yes	1
76	0	24	E-Mail	No	1
76	0	24	Dropbox	No	1
76	0	24	Twitter	No	1
76	0	24	AppStore	No	1
76	0	24	Notes	Yes	1
76	0	24	Calendar	No	1
76	0	24	Instagram	Yes	1
77	0	82	Contacts	Yes	0
77	0	82	Netflix	No	1
77	0	82	WhatsApp	No	0
77	0	82	Facebook Messenger	No	0
77	0	82	Snapchat	Yes	1
77	0	82	Facebook	Yes	1
77	0	82	Weather	Yes	1
77	0	82	iMessage	Yes	0
77	0	82	Skype	No	1
77	0	82	Instagram	Yes	1
77	0	82	Settings	Yes	1
77	0	82	Clock	Yes	1
77	0	82	Dropbox	No	1
77	0	82	AppStore	No	1
77	0	82	Calendar	Yes	0
77	0	82	E-Mail	Yes	0
77	0	82	Twitter	No	1
77	0	82	Notes	Yes	1
77	0	82	Spotify	No	1
77	0	82	Calculator	Yes	1
78	1	76	Facebook	Yes	1
78	1	76	Instagram	Yes	1
78	1	76	Weather	No	0
78	1	76	WhatsApp	Yes	1
78	1	76	E-Mail	No	1
78	1	76	Netflix	No	1
78	1	76	Clock	No	0
78	1	76	Twitter	No	1
78	1	76	AppStore	No	1
78	1	76	Settings	No	0
78	1	76	Facebook Messenger	Yes	1
78	1	76	Dropbox	No	1
78	1	76	Snapchat	No	0
78	1	76	Skype	No	1
78	1	76	Notes	No	0
78	1	76	iMessage	No	1
78	1	76	Spotify	No	1
78	1	76	Contacts	No	1
78	1	76	Calculator	No	0
78	1	76	Calendar	No	1
79	1	66	Facebook	Yes	1
79	1	66	Weather	Yes	1
79	1	66	Netflix	No	1
79	1	66	Twitter	No	1
79	1	66	Dropbox	No	1
79	1	66	Facebook Messenger	No	0
79	1	66	Calculator	Yes	1
79	1	66	Spotify	No	1
79	1	66	Clock	Yes	1
79	1	66	Snapchat	Yes	1
79	1	66	iMessage	No	1
79	1	66	E-Mail	No	1
79	1	66	Calendar	Yes	0
79	1	66	Instagram	Yes	1
79	1	66	Settings	Yes	1
79	1	66	Contacts	No	1
79	1	66	AppStore	No	1
79	1	66	Notes	Yes	1
79	1	66	WhatsApp	Yes	1
79	1	66	Skype	No	1
80	0	42	Instagram	Yes	1
80	0	42	Weather	Yes	1
80	0	42	AppStore	Yes	0
80	0	42	iMessage	No	1
80	0	42	Netflix	No	1
80	0	42	Snapchat	Yes	1
80	0	42	Facebook	Yes	1
80	0	42	Facebook Messenger	Yes	1
80	0	42	Twitter	No	1
80	0	42	Spotify	Yes	0
80	0	42	Calculator	Yes	1
80	0	42	Clock	Yes	1
80	0	42	Settings	No	0
80	0	42	Contacts	Yes	0
80	0	42	Calendar	Yes	0
80	0	42	Notes	Yes	1
80	0	42	Dropbox	No	1
80	0	42	E-Mail	No	1
80	0	42	Skype	Yes	0
80	0	42	WhatsApp	Yes	1
81	1	35	Instagram	Yes	1
81	1	35	Calendar	No	1
81	1	35	Snapchat	Yes	1
81	1	35	Contacts	No	1
81	1	35	Skype	No	1
81	1	35	Dropbox	No	1
81	1	35	Weather	No	0
81	1	35	iMessage	Yes	0
81	1	35	Facebook Messenger	Yes	1
81	1	35	Calculator	Yes	1
81	1	35	Spotify	No	1
81	1	35	Facebook	Yes	1
81	1	35	Notes	No	0
81	1	35	E-Mail	Yes	0
81	1	35	Clock	No	0
81	1	35	AppStore	No	1
81	1	35	WhatsApp	Yes	1
81	1	35	Netflix	No	1
81	1	35	Settings	Yes	1
81	1	35	Twitter	No	1
82	1	73	Calendar	No	1
82	1	73	Facebook Messenger	Yes	1
82	1	73	AppStore	No	1
82	1	73	Contacts	No	1
82	1	73	Netflix	No	1
82	1	73	Spotify	No	1
82	1	73	WhatsApp	Yes	1
82	1	73	Weather	Yes	1
82	1	73	Notes	Yes	1
82	1	73	E-Mail	No	1
82	1	73	Calculator	Yes	1
82	1	73	Settings	No	0
82	1	73	Snapchat	Yes	1
82	1	73	iMessage	No	1
82	1	73	Clock	Yes	1
82	1	73	Twitter	Yes	0
82	1	73	Skype	No	1
82	1	73	Facebook	Yes	1
82	1	73	Instagram	Yes	1
82	1	73	Dropbox	No	1
83	0	61	Skype	No	1
83	0	61	Twitter	No	1
83	0	61	Calculator	Yes	1
83	0	61	Facebook	No	0
83	0	61	WhatsApp	Yes	1
83	0	61	Spotify	No	1
83	0	61	Weather	Yes	1
83	0	61	AppStore	Yes	0
83	0	61	Settings	Yes	1
83	0	61	Netflix	No	1
83	0	61	Instagram	Yes	1
83	0	61	Contacts	No	1
83	0	61	Dropbox	No	1
83	0	61	Snapchat	Yes	1
83	0	61	iMessage	Yes	0
83	0	61	Calendar	No	1
83	0	61	Notes	Yes	1
83	0	61	Facebook Messenger	Yes	1
83	0	61	E-Mail	No	1
83	0	61	Clock	No	0
84	0	31	WhatsApp	Yes	1
84	0	31	Dropbox	No	1
84	0	31	Weather	No	0
84	0	31	AppStore	Yes	0
84	0	31	Netflix	No	1
84	0	31	Skype	No	1
84	0	31	Spotify	No	1
84	0	31	Calendar	Yes	0
84	0	31	Clock	Yes	1
84	0	31	Settings	Yes	1
84	0	31	Snapchat	Yes	1
84	0	31	Notes	No	0
84	0	31	Instagram	Yes	1
84	0	31	iMessage	No	1
84	0	31	Twitter	No	1
84	0	31	Calculator	Yes	1
84	0	31	Facebook Messenger	No	0
84	0	31	Facebook	Yes	1
84	0	31	E-Mail	No	1
84	0	31	Contacts	No	1
85	1	69	Netflix	No	1
85	1	69	Instagram	No	0
85	1	69	Contacts	No	1
85	1	69	Weather	No	0
85	1	69	Settings	No	0
85	1	69	Notes	No	0
85	1	69	Facebook	No	0
85	1	69	Calendar	No	1
85	1	69	iMessage	No	1
85	1	69	Clock	No	0
85	1	69	AppStore	No	1
85	1	69	Calculator	No	0
85	1	69	Skype	No	1
85	1	69	Spotify	No	1
85	1	69	Facebook Messenger	No	0
85	1	69	Dropbox	No	1
85	1	69	WhatsApp	No	0
85	1	69	E-Mail	No	1
85	1	69	Twitter	No	1
85	1	69	Snapchat	No	0
86	0	15	Weather	Yes	1
86	0	15	AppStore	Yes	0
86	0	15	Netflix	No	1
86	0	15	Contacts	No	1
86	0	15	Settings	Yes	1
86	0	15	Skype	No	1
86	0	15	Notes	Yes	1
86	0	15	Calculator	Yes	1
86	0	15	Dropbox	No	1
86	0	15	Facebook	Yes	1
86	0	15	WhatsApp	Yes	1
86	0	15	Clock	No	0
86	0	15	Calendar	No	1
86	0	15	Instagram	Yes	1
86	0	15	Spotify	No	1
86	0	15	Facebook Messenger	Yes	1
86	0	15	iMessage	No	1
86	0	15	Snapchat	No	0
86	0	15	Twitter	No	1
86	0	15	E-Mail	No	1
87	0	76	Spotify	No	1
